level,composer,title
8,"Darude","Art of Piano - Sandstorm but it's a BATTLE"
8,"Kate Bush","Animenz - Running Up That Hill"
8,"Alan Silvestri","Animenz - Back to the Future Medley"
8,"Various","Theishter - Star Trek Medley"
8,"John Williams","Kyle Landry - John Williams Tribute"
8,"Hans Zimmer & James Newton Howard","Jarrod Radnich - Batman 'Dark Knight' Trilogy Medley"
8,"Howard Shore","Peter Bence - The Lord of the Rings Medley"
8,"Thomas Bergersen","Theishter - Two Steps from Hell Medley"
8,"Hans Zimmer","Animenz - Hans Zimmer Medley"
8,"Clint Mansell","Kyle Landry - Clint Mansell Medley"
8,"Michael Jackson","Jarrod Radnich - Michael Jackson Medley"
8,"John Williams","Peter Bence - Star Wars Medley"
8,"Various","Theishter - Marvel Cinematic Universe Medley"
8,"Various","Animenz - Disney Medley II"
8,"Jay Ferguson","Kyle Landry - The Office Theme (Funk Version)"
8,"Various","Vika Yermolyeva - Rock/Metal Medley"
8,"Various","AtinPiano - Emotional Anime Medley"
8,"Various","Fonzi M - Ultimate Anime Medley"
8,"Various","The Piano Guys - A Thousand Years"
8,"Various","The Piano Guys - Let It Go"
8,"Various","The Piano Guys - Beethoven's 5 Secrets"
8,"Various","The Piano Guys - Titanium / Pavane"
8,"Various","The Piano Guys - What Makes You Beautiful"
8,"Various","The Piano Guys - The Cello Song"
8,"Various","The Piano Guys - Me and My Cello (Happy Together)"
8,"Various","The Piano Guys - Rockelbel's Canon (Pachelbel Canon in D)"
8,"Various","The Piano Guys - Love Story meets Viva la Vida"
8,"Various","The Piano Guys - The Mission / How Great Thou Art"
8,"Various","The Piano Guys - Kung Fu Piano: Cello Ascends"
8,"Various","The Piano Guys - Code Name Vivaldi"
8,"Various","The Piano Guys - Michael Meets Mozart"
8,"Various","The Piano Guys - Twinkle Lullaby"
8,"Various","The Piano Guys - Just the Way You Are"
8,"Various","The Piano Guys - A Sky Full of Stars"
8,"Various","The Piano Guys - Story of My Life"
8,"Various","The Piano Guys - Peponi (Paradise)"
```
